ID,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
11,171910,1.389746317,-0.568494007,-0.645231649,4.107920622,-0.010090738,0.931034974,0.033418989,0.292672091,-0.269265952,1.318399575,-0.362270639,-0.14861746,-2.206701314,0.283366672,-3.021699083,0.431178914,-0.280723109,-0.32097135,-0.60395338,0.058930355,-0.200536047,-0.996111356,0.15015818,0.671350033,-0.299745592,-0.334611378,-0.074374739,-0.010286377,238.86
12,171911,2.140873504,-0.359195102,-1.731844051,-1.457073327,-0.136342697,-1.740727693,0.351680519,-0.495760026,1.531059232,-0.863125188,-0.688190048,0.748406585,-0.052178955,0.473429564,0.626819124,-1.020833479,-0.057523167,-0.549733807,1.049340094,-0.214756417,-0.137056686,-0.14304297,0.13139611,-0.081161785,0.143363475,-0.30671423,-0.029372296,-0.065201573,5.94
13,171911,2.015218328,-0.836292292,-1.23074032,0.541716131,0.07764287,1.018813824,-0.581563799,0.192911272,-0.123164327,0.942953758,-0.903743669,0.704562229,-0.003417581,-0.236474222,-2.424038733,-1.871199204,-0.163749546,1.245399072,0.141768667,-0.567613515,-0.692053128,-1.2884059,0.18266325,-0.435974773,0.040327081,-0.806160019,0.049415633,-0.045543175,50
14,171911,-1.783228837,3.402793713,-3.822742266,2.625368153,-1.976415411,-2.731689012,-3.430559149,1.413203514,-0.776941495,-6.199881763,4.366713486,-8.243262434,0.345761165,-6.590550297,0.265576096,-3.028452388,-4.214486275,-1.213607848,-0.265421595,0.364089115,0.454031932,-0.577525824,0.045966538,0.461700018,0.044146161,0.305704434,0.530980986,0.243745598,1
15,171912,-1.509657044,0.116904335,2.569308563,0.078668008,-0.894799018,1.520317838,-0.534537637,0.320063204,2.131344461,-0.793622958,-2.1499279,0.017624419,-0.595239587,-1.416001268,-0.851105114,-0.76107753,0.245957127,0.606246585,1.343714877,-0.378808314,0.069518077,0.735253416,-0.690039869,0.544865574,0.53208862,-0.27922107,-0.335958597,0.053691495,96.7
16,171912,-1.183956572,0.832799478,0.689445698,-0.693274913,-0.728774201,0.060192973,-0.660666642,1.15187,0.1364287,-0.935243831,-0.430375926,-0.181753013,-1.800101245,0.816942296,-0.544693688,0.850156351,-0.449446156,1.002752057,0.036471535,-0.443310219,0.356473992,0.725967446,-0.165342789,-0.458788483,-0.418773766,0.542326823,-0.267518918,7.58E-05,11.5
17,171912,-1.081702322,1.371732898,0.076583812,-0.701575245,0.262866444,-1.098796724,0.690265843,0.20939234,-0.114447027,-0.314326157,-1.213436101,0.137866438,-0.023381519,0.380968448,-0.347721484,-0.030027039,-0.250297024,-0.639580257,0.09556584,-0.016782343,-0.23337329,-0.612190658,-0.055067617,-0.110361667,-0.384114986,0.17074644,0.209114012,0.170988929,1.98
18,171914,1.970018219,-0.355816481,-1.323578435,0.299358398,-0.038320469,-0.627062505,0.025980279,-0.065628322,0.586317491,0.251736642,0.349481879,0.186446786,-1.655406828,0.756931705,-0.671392548,0.051279102,-0.406867824,-0.175648773,0.548408223,-0.253450757,-0.212821283,-0.617320249,0.228778897,-0.423555134,-0.262033146,0.28425265,-0.090964111,-0.075230765,34.99
19,171915,-0.840990131,0.686247243,2.167009057,-0.635230482,0.269385505,-0.448011075,0.535064476,1.62E-05,-0.063336184,-1.188930362,-0.68075854,0.78036683,1.294830828,-0.389421734,0.325081248,-0.002654165,-0.538983739,-0.275068729,-0.083386415,0.064855401,-0.140501775,-0.369696321,-0.237449016,-0.017246504,0.401460384,-0.488025334,0.066947859,0.076754527,8.73
20,171916,0.16809658,0.712394005,0.112626753,-0.784497346,0.856221608,-0.64152617,1.240598944,-0.37394717,0.174123161,-0.20651807,-1.538224384,-0.296932362,-0.054863761,-0.105495799,-0.298234433,0.054471766,-0.776961776,-0.503316291,0.20076368,0.07868734,-0.354816216,-0.69860449,-0.024820088,-0.729105595,-0.415072278,0.156569072,0.07627688,-0.132563889,18.84
21,171917,-0.313639176,0.970788202,-0.332330764,-0.683067989,1.099514718,-0.60782857,1.080908443,-0.255495189,0.036391869,-0.039896123,1.329446646,0.776301254,0.343000978,-1.225099244,-0.929687792,0.367417241,0.010420869,0.129885588,0.001252406,0.177380491,-0.365547462,-0.647241186,0.164404868,0.670894991,-0.412503335,0.054911565,0.063312294,-0.094941222,15.98
22,171918,2.311683762,-1.243434825,-1.335812456,-1.556056459,-1.098263111,-1.274808489,-0.743927531,-0.401842816,-1.525010977,1.687194845,-0.930257935,-1.12159873,0.121980448,-0.044102755,0.268677957,-0.64330273,0.458072517,0.022316056,-0.384429995,-0.446861249,0.074179806,0.674152447,0.061925623,-0.075467399,0.07115165,0.077866258,-0.014441823,-0.061020771,25
23,171919,-0.612651795,1.502744093,0.019047585,-0.79045674,0.855742076,-1.223141057,1.811887731,-1.115154659,1.552800677,2.112069993,-0.489298232,-0.477777352,-0.330669036,-0.715107106,0.671116291,-0.877039851,-0.914628378,-0.006003807,-0.101146422,0.899545922,0.015777314,1.321148281,-0.230490801,0.06041992,-0.649105766,-0.313395186,0.37942523,-0.270389434,1.79
24,171920,-0.031922114,0.034909285,1.098496276,-2.517565425,-0.602177149,-0.198453558,-0.318983431,0.063540361,2.050366961,-1.436145139,-0.952776591,0.745316954,0.890060843,-0.726417214,1.08846596,0.028096687,-0.77134285,0.711719206,0.198919292,-0.113836368,0.378832799,1.24509618,0.010480482,0.721008924,-0.877004974,-0.366504597,-0.063413999,0.125900958,8.49
25,171920,2.022742134,-0.400246099,-1.621907289,0.150080514,0.230922358,-0.324576823,0.003302506,-0.026370299,0.692147497,0.271244223,-0.383481658,-0.262444502,-1.907886164,0.785538256,-0.626490283,0.329435522,-0.692810095,0.185580154,0.88255815,-0.24421083,-0.267059849,-0.80039632,0.139093856,-1.075294551,-0.168391684,0.322995927,-0.097957582,-0.082081606,37.34
26,171920,1.803985325,-0.261684881,-0.692112558,1.412191365,-0.28322184,-0.501016691,-0.043929037,-0.127952064,0.64946734,0.160686352,-0.64138194,0.476989224,0.084293019,0.137028258,0.221579993,-0.011419476,-0.443590219,-0.177723818,-0.617979447,-0.072700839,0.112837033,0.281320975,0.170291955,1.126615439,-0.057997701,-0.724186678,0.016047777,-0.012397697,89.26
27,171920,-1.409747305,0.342988325,0.628369092,-3.313311843,-0.40706508,-0.662960241,0.463069902,0.137391868,1.878433332,-1.61706566,-1.255513197,-0.058743751,-0.834643619,-0.152259749,0.323564953,0.107070297,-0.7981979,0.481499231,-0.739952531,-0.278205192,0.284777173,0.993058142,-0.408330756,0.776132541,0.193660229,-0.310123158,-0.291422298,-0.092172044,69.56
28,171923,2.05667098,-0.010564056,-1.062643667,0.39626294,-0.041021704,-1.099186963,0.213433434,-0.34469462,0.44241198,0.045801536,-0.601328772,0.799287789,0.720798839,0.148837227,0.017164027,-0.187267681,-0.278397894,-1.03094622,0.079489506,-0.188837533,-0.277806582,-0.626099465,0.336382052,-0.020591087,-0.287681382,0.200483536,-0.063206567,-0.05943122,1.29
29,171923,1.692016535,-0.975315407,-2.836786331,-0.448967855,2.249392027,3.489620243,-0.226646299,0.752116888,0.778089136,-0.203255914,-0.244406798,0.553350936,-0.307863829,0.435826675,0.026577752,-0.725143315,-0.168013937,-0.639950344,0.063539756,0.164527679,0.049362464,-0.085768179,-0.008678331,0.727289497,0.154705099,-0.292385993,-0.023081565,-0.03331182,178.85
30,171923,0.74770964,0.745767027,-1.857361418,-0.555696647,1.008044329,-0.035079097,-0.25372438,-2.849673739,-0.600436141,-0.612369464,0.113720897,0.713087622,-0.719877733,1.222806342,-1.393449753,0.056938719,-0.597956421,-0.021055722,-0.034949321,0.419392894,-1.124999252,0.843768487,-0.080761896,0.253988863,0.606719182,0.618414917,-0.027467909,0.163374659,0.76
31,171924,2.078946305,0.214212681,-1.70900445,0.397513293,0.512402758,-0.831603426,0.238892135,-0.278576365,0.376748353,-0.401642208,-0.479433939,0.553606747,0.872077748,-1.006446457,0.121553037,0.294570814,0.408451392,-0.388172038,0.067552358,-0.102631964,-0.358823791,-0.889223686,0.323429106,0.50383478,-0.224047309,0.172268333,-0.057589039,-0.029241005,1.98
32,171924,-0.731471994,0.674122001,1.598819282,0.519904565,0.355082052,-0.130190307,0.625224799,0.077559923,0.36796195,-0.740327642,-1.596728469,0.062767958,-0.780630548,-0.294485591,-1.47091714,-0.496946317,-0.051973883,-0.734423878,0.13193568,-0.246740883,-0.44880407,-1.149321246,0.002128287,-0.175474298,-0.268457831,-1.107008843,0.05102496,0.161580309,19.45
33,171924,-0.75587531,0.869538781,-1.126028576,-1.802685063,2.697279499,3.464759417,0.171292848,1.265612757,-0.602743884,-0.862994593,-0.376659452,0.101574279,-0.337593399,0.70391428,0.008579826,-0.079562072,-0.293778608,-0.773392678,-0.101626536,-0.191636851,-0.14757208,-0.69962421,0.041121489,0.697674876,-0.372621037,0.164518268,-0.163748038,0.072205821,15.99
34,171925,-1.527365408,-1.323559685,1.106666579,-1.488156122,-0.446042555,0.118061841,-0.77980666,0.724171712,-0.380347062,-0.644337601,-1.857725168,-0.756765633,-0.310405924,-0.589033923,-1.181480418,1.034781367,0.560164881,-1.227506968,0.827997246,0.501704342,0.199219006,-0.049931129,0.223083412,0.398819998,-0.164392737,-0.387752303,-0.004937008,-0.067625059,137.36
35,171926,-0.667455742,1.399721092,-0.185013815,-0.720230643,0.26170128,-1.060596556,0.925079103,-0.025956201,0.196738272,0.163370546,-0.922987068,0.629423968,0.926309071,-0.099852531,-0.460598101,-0.086475453,-0.465615132,-0.826657264,-0.09559344,0.22997292,-0.334223722,-0.559911705,0.069433339,-0.100399733,-0.342008104,0.127861119,0.185764372,-0.073453223,15.54
36,171927,-3.327004515,0.829287161,-1.451673914,-0.349156063,0.486466498,-0.902048636,-0.195197916,1.01476849,-0.453865487,-0.726176168,0.738659074,0.842995638,-0.195580363,-0.022539199,-0.757235374,0.812653989,0.686541593,0.261657455,0.253455212,-1.214384534,-0.340356577,-0.600517237,0.58398884,0.639480309,-0.286450946,0.106620963,-0.432187447,-0.215506327,8.7
37,171928,-10.81352565,8.932731526,-7.060749569,-2.472090331,-3.489567796,-1.188705811,-2.540494899,4.186014846,4.826495319,8.404971401,-0.678096258,2.323903754,0.900079001,0.550288098,-0.860878394,0.761803783,0.107399483,-0.150865209,-0.464177694,3.430025234,-0.982239921,-1.460828214,0.715858123,-1.240255355,1.565249907,0.301473313,2.153918658,1.239757307,8.94
38,171928,2.081187465,-0.059955067,-1.321915484,0.340948027,-0.060209646,-1.264214279,0.16555896,-0.348303951,0.730028312,0.028314293,-0.926814739,-0.04566218,-0.449250205,0.558560494,0.84620586,-0.110672833,-0.542882907,0.093467692,-0.195569314,-0.276009647,0.243114124,0.847445302,-0.01123146,-0.087265005,0.255002434,-0.092805576,-0.019884201,-0.060270593,1
39,171929,-0.713405585,1.139331705,-0.141342005,-0.942649415,0.24756745,-1.148537813,1.089971904,0.176907727,-0.213775215,-0.987930091,-1.203370042,-0.010527049,-0.55487623,0.722064611,-0.296057051,-0.415306525,-0.080303129,-0.512850593,0.049548158,-0.086734802,-0.038173067,-0.105087076,-0.034207108,-0.091219501,-0.0868165,-0.110566909,0.211823331,0.154326981,43.96
40,171930,-0.122896412,1.139102333,-1.020043043,-0.946180255,1.630969298,-1.485928772,1.732851206,-0.38773257,-0.769612113,-1.211707193,-0.674848617,-0.820540964,-0.864532115,-0.575455941,-0.26542405,0.291752992,0.411328371,0.090582888,-0.919197956,-0.158167511,0.1027158,0.195257028,-0.341909865,0.666618224,0.487831094,0.547769949,-0.09355359,0.024076968,17.25
41,171930,-1.411872236,1.396633781,-0.676760965,-0.906720266,-0.14684406,-1.209099836,0.77015134,0.582543209,-0.178096131,-0.905295269,-1.318164524,0.164984729,-0.476377323,0.966078423,-0.298932396,-0.287656599,0.073896515,-0.501280667,0.019980059,-0.153764129,-0.057898858,-0.152659478,-0.084663525,-0.081090718,-0.034600543,-0.101957746,0.272159853,0.076555895,72
42,171931,1.736280506,-0.312126192,-2.089834505,0.449071368,0.34348835,-0.878005424,0.408468725,-0.284304571,0.279510996,-0.431327664,1.026056424,0.798312478,0.424219171,-0.70880109,0.218356071,0.573169346,0.034349616,1.178818918,-0.033242037,0.177019997,0.312569531,0.699193691,-0.240176359,-0.545880503,0.2413675,-0.109887845,-0.033327007,-0.01493133,164.5
43,171931,-1.246983018,1.702262821,-0.806185426,-0.369418599,-0.040556991,-0.915643359,0.096397301,0.953021395,-0.113061544,-1.184057631,0.503852938,0.031147385,-1.696534058,-0.761221074,-1.436302635,0.463559829,1.396186326,0.947466368,-0.093989954,-0.161256894,0.122681254,0.429009864,-0.16285449,-0.096050957,-0.193406473,0.575856875,0.226575968,0.1848084,2.16
44,171932,0.254111331,0.389729928,-0.944921177,-1.335088905,0.772412282,-1.622132302,1.518425077,-0.643898556,-1.971515193,0.312940113,-1.048337476,-0.16945387,0.605553245,0.444845296,-0.860348241,-2.357187086,0.094712928,0.570120659,-0.946614526,-0.489968429,0.006743211,0.573056301,-0.273440929,0.070373552,0.274399045,0.944911601,-0.05216724,0.007005356,35.9
45,171932,-0.628913485,0.40447203,1.358909155,-0.562022721,0.791221092,1.629230988,-0.053696987,0.534894893,0.489888491,-0.910401561,-0.512736559,0.360040614,0.244947985,-0.262807713,1.225435094,-1.065127573,0.438786993,-0.994885526,-0.903398888,-0.144340292,0.359419662,1.272343913,-0.187021962,-0.306331902,-0.341848716,-0.092348624,0.105372218,0.158455905,9.99
46,171933,2.219537007,-0.522871099,-1.420302381,-0.924450584,-0.337604705,-1.41503902,-0.050859319,-0.498773382,-0.843594673,0.822825376,-0.356501182,-0.005375994,1.153080669,-0.036775994,0.177109489,0.765149144,0.178357022,-1.96492168,0.613169876,0.027490909,0.065884561,0.188144066,0.196978987,-0.057347145,-0.039596073,-0.310990469,-0.039282955,-0.060391874,17.99
47,171933,-0.452821993,1.650037593,-2.385554471,-0.602103314,1.057404441,-0.157199693,0.021578907,-2.398416955,-1.068963873,-1.455514191,0.185553757,0.437605664,-0.730764143,0.220230946,-1.457464417,0.455089193,0.518118524,0.706258567,0.018658974,0.354887133,-1.04942926,0.958276159,0.089853288,0.139759378,-0.400228792,0.509021181,-0.112677883,0.050755654,42.81
48,171934,-0.181556785,0.84511093,0.217360476,-0.586056963,0.752813793,-1.164822431,1.230336381,-0.383399057,0.422314143,-1.237082017,-0.467888592,0.099453414,0.160217656,-1.909418121,-0.531868193,-0.091037514,0.855794548,0.050713382,-0.120242009,0.188217942,-0.293691589,-0.425263355,-0.169771892,-0.068895462,0.261616512,-0.097574369,0.06205557,-0.15389612,30
49,171934,-0.347149334,1.109492083,-0.972438772,-0.86713737,1.479381795,1.163588505,0.27586368,0.9108569,-0.529666054,-1.04205374,1.336698734,1.128551882,0.427105795,-0.523110257,-0.185711345,-0.21594118,1.031969599,-1.077242911,-0.974403844,-0.146264456,-0.177323917,-0.391247564,0.180528904,-0.820954611,-0.601290919,0.21392785,0.149761816,-0.002572879,1.79
50,171934,1.969801211,0.093577826,-1.785392376,0.588341511,0.12722746,-1.532185416,0.339242657,-0.408832418,0.582090885,-0.534529489,-0.310824989,0.04569865,-0.008976176,-0.820649681,0.913916302,0.239287214,0.481494961,0.551920192,-0.465549141,-0.113430718,0.217424071,0.70376609,-0.060155771,-0.024161608,0.235588293,-0.108693024,-0.009555307,-0.021005516,48
51,171935,1.184154098,-1.950273046,-1.101366497,-0.844809278,-0.235954928,1.664982824,-0.598594927,0.51560279,1.256615796,-0.555902689,1.653511213,1.420121861,0.253270912,0.283388092,1.622499306,-0.681870234,0.304016828,-1.190914137,-1.1551187,0.426996598,0.53240043,1.061701272,-0.055913665,-1.661273193,-0.754000887,0.801467181,-0.034625414,-0.02088742,350
52,171935,2.21586828,-1.405622046,-1.296817853,-1.500948436,-1.222821958,-1.264120622,-0.734812656,-0.400172425,-1.494716981,1.662517232,-0.873544871,-1.100966823,0.12292966,-0.058454261,0.304288628,-0.620466639,0.467497915,0.052064561,-0.448658356,-0.356320222,0.120440154,0.706527631,0.031021502,-0.001866782,0.030547698,0.075493047,-0.019492119,-0.051333899,70
53,171937,1.993291862,-1.378354239,-0.586732615,-1.174188335,-0.721907959,0.816015097,-1.32936561,0.19934213,0.011075137,0.776871646,0.123060773,0.542666484,1.719833868,-0.812362073,-0.262597326,1.975185393,-0.738096666,-0.288328272,1.037075672,0.326062373,0.274072465,0.638791323,0.067647435,-0.303227452,-0.311906399,-0.257839579,0.018296558,-0.029747903,105.03
54,171938,2.076587339,0.196456272,-2.01674883,0.530828366,0.76258796,-0.390620555,0.108244255,-0.213243126,0.629419152,-0.728212518,-0.794278026,0.672062514,1.393916952,-2.031908663,-0.452814512,0.175989449,0.987811895,0.124572045,0.018337915,-0.052044411,-0.053092867,0.212957793,-0.004792729,0.143992,0.218493764,0.637427302,-0.033334344,-0.026441872,2.99
55,171938,1.955204782,0.019168605,-1.718051775,0.49312009,0.196453351,-1.589750137,0.751550387,-0.485507343,0.00771024,0.138602171,1.428233511,1.45564539,0.029554019,0.813851945,-0.99184813,-0.876964239,-0.16896635,-0.306095272,0.22305214,-0.185932067,0.246147303,0.853799591,-0.054883952,0.612431102,0.456302635,-0.127884191,-0.05952141,-0.072031278,37.89
56,171939,2.080707308,0.20239931,-1.712191856,0.398717573,0.494933066,-0.836877259,0.223555505,-0.266577022,0.408160954,-0.395110431,-0.51469632,0.443640215,0.665211127,-0.965536692,0.144105945,0.304135652,0.420233223,-0.363016483,0.069264041,-0.117890802,-0.361800098,-0.905628624,0.326782583,0.498124985,-0.230677278,0.173066552,-0.058753165,-0.029857286,0.99
57,171939,2.097349048,0.624824715,-3.362832147,0.500835536,1.500388151,-1.080975058,0.700440989,-0.300292725,-0.17567492,-0.870688966,1.309659531,0.117865472,-0.42573058,-2.209979685,-0.646940778,0.661888953,1.777638141,1.213063696,0.154382965,-0.113852819,-0.049416293,0.021214788,-0.107094563,0.105217351,0.423715816,0.689386739,-0.087266763,-0.027890386,0.76
58,171939,-1.820128098,0.490317835,0.604094678,-1.578072138,0.278790568,0.345669034,0.905426595,-0.00665228,0.682243749,-0.063484576,0.550801408,1.145020315,0.978915506,-0.49977837,-0.662157194,0.653929024,-1.360402274,0.218130563,-0.141465757,-0.044668593,-0.32490478,-0.444465855,-0.240395281,0.294223644,-0.36408607,-0.534906303,-0.283261035,-0.199986893,122.95
59,171941,-0.029943314,1.096293022,-0.959774244,-0.075030401,0.256635491,-1.300394404,0.733703942,0.133224722,-0.167047137,-1.190046031,-0.911762931,-0.475850018,-0.543798891,-0.382722683,0.71878086,0.245056555,0.580689598,0.867069871,-0.140072156,-0.18707432,0.34973339,0.925882461,-0.063425365,-0.195846617,-0.32697832,-0.145279206,-0.0186299,0.038617015,42.81
60,171942,2.017792486,-0.244183386,-0.71627493,0.173044707,0.038531403,0.138845397,-0.386564163,-0.047836819,1.058143541,-0.226342543,-1.206582663,1.148949699,1.956162373,-0.431993946,0.564788473,0.359739063,-0.935792047,-0.121387123,0.201982858,-0.031373174,-0.205985959,-0.427787765,0.28156143,0.033480534,-0.257731579,-0.619393971,0.037404504,-0.024771769,22.99
61,171942,2.140893138,-0.681210507,-1.211144434,-0.328755733,-0.591633049,-1.08180258,-0.189409731,-0.349343911,-0.418056137,0.845921144,-1.209885764,0.004196887,0.134856673,0.116964808,-0.333146485,-1.705686856,0.0411312,0.49752212,-0.469748054,-0.587329346,-0.613118765,-1.186242009,0.333608509,-0.136461226,-0.324684497,0.397186376,-0.061961921,-0.057889711,27.73
62,171943,0.087032432,-2.72762813,-3.215030511,2.216196674,-0.229632515,-1.41957238,2.553476326,-0.987506834,-0.614068849,-0.122735481,-0.258662122,0.954587641,1.023924014,0.937475486,-0.329243986,-0.963367155,-0.045420456,-0.630301192,-0.851973739,1.83195796,0.9698335,0.738639699,-1.082521607,0.535976994,0.474597208,-0.330841556,-0.235689756,0.105629923,1026.46
63,171943,2.06747205,0.182315119,-1.769980729,0.504934559,0.191284915,-1.451350486,0.24428244,-0.364248176,0.661711025,-0.459832981,-0.549324687,-0.197229638,-0.376930697,-0.658051957,0.952327464,0.264217156,0.365782838,0.596707263,-0.374245255,-0.227400296,0.181263276,0.681636462,-0.033831088,-0.185023519,0.259475364,-0.092967255,-0.005152223,-0.03347632,3.41
64,171944,2.064121929,0.021282883,-1.040280234,0.408660795,-0.063292128,-1.196994568,0.247650579,-0.38890903,0.398305929,0.046023753,-0.57241389,0.942826333,1.004913943,0.088161354,-0.06417528,-0.15213369,-0.338719027,-0.988375406,0.13669087,-0.166149642,-0.278392119,-0.619775118,0.330801456,0.072071012,-0.267348405,0.192320518,-0.064388446,-0.057979746,0.89
65,171945,-1.583854619,1.902835046,-0.087981078,0.754480173,-0.527763906,0.175350862,2.924527016,-0.622267526,-0.482659634,0.58780257,-0.706756917,0.112295804,0.556493916,-0.05565341,-0.072993614,-1.217834923,0.115502592,-0.542032154,0.822785759,0.140797765,-0.204718128,0.378324725,-0.693623496,0.053762647,1.251990006,-0.22930009,0.009331368,-0.354473348,302.68
66,171950,-2.496285306,2.625529828,-0.568465577,-1.130348125,0.409242958,0.453910826,-1.677771227,-6.579191683,0.021952742,-0.119802764,0.297352782,0.755741704,-1.02271361,1.112368801,-0.451623601,0.217901457,-0.476174376,0.83456582,-0.257913803,-0.102347388,2.867009989,0.040841662,0.061794831,-0.399344559,0.206757603,-0.134100874,0.473680121,0.339970293,2.33
67,171954,-1.148356999,-0.233373786,3.682204689,4.518211448,0.789608856,4.068237556,-0.648739055,0.444277189,-0.055014955,1.766761775,0.114910557,0.372803395,0.432099159,-1.816941245,-0.828841085,-1.157811086,0.701510824,-0.340391646,1.072814224,0.270986444,0.035064369,1.205982585,-0.490818491,-1.554874397,-0.123193817,0.662591939,-0.496017991,-0.440707214,82.53
68,171955,2.135634888,-1.62442397,-0.471575538,-1.609791019,-1.552650167,-0.304297251,-1.373481197,-0.021025513,-1.254975025,1.654905457,0.51894449,0.058885102,0.77749722,-0.465127569,-0.638802359,0.034180768,-0.000565146,0.401608692,0.247993031,-0.282947444,-0.336650336,-0.634854913,0.362616499,-0.396124359,-0.608603067,-0.490256261,0.025297147,-0.037827837,69.56
69,171956,-0.192292557,1.278574611,-0.781901298,-0.517354589,0.632360552,-0.794713939,0.5856945,0.353945857,-0.18990392,-1.059465189,-0.845127128,-0.033804314,-0.091576532,-0.666111734,-0.211297868,0.411731421,0.588181252,-0.237038494,-0.291227523,-0.111362766,-0.298994691,-0.840906528,0.151456227,0.494329569,-0.41343267,0.122494755,0.099616312,0.021004356,1.98
70,171956,2.111173138,-0.014316696,-1.338563747,0.246919322,0.26028782,-0.800368987,0.221591098,-0.333838095,0.47417603,0.051976388,-1.230020793,0.613425244,0.94260606,0.083255379,0.0074537,0.060829122,-0.582573452,-0.737072495,0.401409192,-0.153106805,-0.325881709,-0.764414892,0.245535086,-0.633986257,-0.180596073,0.236231256,-0.066721857,-0.065286012,1.98
71,171956,2.039929832,-0.160943352,-1.224077751,0.204376893,0.087449704,-0.590439246,0.016752216,-0.102195722,0.39852195,0.252276235,0.548950806,0.696749044,-0.554238176,0.572827945,-0.518240072,0.176986562,-0.59325066,-0.259666389,0.518460765,-0.246917861,-0.265356131,-0.685081515,0.293170332,-0.482543299,-0.310262148,0.210446153,-0.07564804,-0.076165212,0.89
72,171956,-0.231240666,0.946481505,-0.210952401,-0.468764722,0.877642312,-0.556662754,0.962595578,-0.424429229,-0.043668402,-0.022986614,-1.236234425,0.618754576,1.529885548,-0.258378444,-0.192096995,-0.2371925,-0.553899202,-0.729092,0.620599585,-0.141413235,-0.149235173,-0.390965096,0.170329318,-0.678644242,-0.836709654,0.137342899,-0.452459441,0.116214324,1.98
